,count,mean,std,min,25%,50%,75%,max,num_nan,num_distinct
HISTORY_PE_b'Yes',10006.0,0.008494903058165101,0.09178007154735673,0.0,0.0,0.0,0.0,1.0,0,2
SLEEP_APNEA_b'Yes',10006.0,0.25974415350789526,0.4385160730579171,0.0,0.0,0.0,1.0,1.0,0,2
CHRONIC_STEROIDS_b'Yes',10006.0,0.017389566260243853,0.13072443194948874,0.0,0.0,0.0,0.0,1.0,0,2
IVC_FILTER_b'Yes',10006.0,0.0036977813312012793,0.06069988444049278,0.0,0.0,0.0,0.0,1.0,0,2
SWALLOW_STUDY_b'No',10006.0,0.8106136318209075,0.3918348069940492,0.0,1.0,1.0,1.0,1.0,0,2
"SWALLOW_STUDY_b'Yes, routine'",10006.0,0.18049170497701378,0.3846156958112625,0.0,0.0,0.0,0.0,1.0,0,2
"SWALLOW_STUDY_b'Yes, selective'",10006.0,0.008894663202078754,0.09389584273469143,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'1-No Disturb',10006.0,0.009394363381970817,0.09647299862903476,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'2-Mild Disturb',10006.0,0.28223066160303817,0.4501075013615332,0.0,0.0,0.0,1.0,1.0,0,2
ASACLASS_b'3-Severe Disturb',10006.0,0.6847891265240855,0.4646230227066866,0.0,0.0,1.0,1.0,1.0,0,2
ASACLASS_b'4-Life Threat',10006.0,0.023585848490905458,0.15176250540429154,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'5-Moribund',10006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
REOP30_b'Yes',10006.0,0.009294423345992404,0.09596331269913314,0.0,0.0,0.0,0.0,1.0,0,2
READ30_b'Yes',10006.0,0.02038776733959624,0.14132976507101105,0.0,0.0,0.0,0.0,1.0,0,2
INTV30_b'Yes',10006.0,0.006396162302618429,0.07972381462245204,0.0,0.0,0.0,0.0,1.0,0,2
DEATH_1.0,10006.0,9.994003597841295e-05,0.00999700134932531,0.0,0.0,0.0,0.0,1.0,0,2
diff_BMI,10006.0,1.6288386967819364,3.0726030439731087,-43.620000000000005,0.720000000000006,1.4100000000000037,2.1799999999999997,60.53999999999999,0,6604
