,count,mean,std,min,25%,50%,75%,max,num_nan,num_distinct
PREVIOUS_SURGERY_b'Yes',198100.0,0.10313982836951034,0.3041421889869604,0.0,0.0,0.0,0.0,1.0,0,2
DIABETES_b'Insulin',198100.0,0.1215042907622413,0.32671323345577513,0.0,0.0,0.0,0.0,1.0,0,2
DIABETES_b'No',198100.0,0.6774760222110046,0.46744343458398485,0.0,0.0,1.0,1.0,1.0,0,2
DIABETES_b'Non-Insulin',198100.0,0.20101968702675416,0.40076374987678814,0.0,0.0,0.0,0.0,1.0,0,2
SMOKER_b'Yes',198100.0,0.07987380111055023,0.2710984101818019,0.0,0.0,0.0,0.0,1.0,0,2
FUNSTATPRESURG_b'Independent',198100.0,0.9904694598687531,0.09715840976211079,0.0,1.0,1.0,1.0,1.0,0,2
FUNSTATPRESURG_b'Partially Dependent',198100.0,0.007067137809187279,0.08376890112099021,0.0,0.0,0.0,0.0,1.0,0,2
FUNSTATPRESURG_b'Totally Dependent',198100.0,0.002463402322059566,0.049571628737035,0.0,0.0,0.0,0.0,1.0,0,2
COPD_b'Yes',198100.0,0.01900555275113579,0.13654462945155085,0.0,0.0,0.0,0.0,1.0,0,2
OXYGEN_DEPENDENT_b'Yes',198100.0,0.0090005047955578,0.0944433202215192,0.0,0.0,0.0,0.0,1.0,0,2
HISTORY_PE_b'Yes',198100.0,0.014038364462392731,0.11764930367903302,0.0,0.0,0.0,0.0,1.0,0,2
SLEEP_APNEA_b'Yes',198100.0,0.4358303886925795,0.49586641567398326,0.0,0.0,0.0,1.0,1.0,0,2
CHRONIC_STEROIDS_b'Yes',198100.0,0.01673397274103988,0.12827326282785156,0.0,0.0,0.0,0.0,1.0,0,2
IVC_FILTER_b'Yes',198100.0,0.006855123674911661,0.0825116071934655,0.0,0.0,0.0,0.0,1.0,0,2
SWALLOW_STUDY_b'No',198100.0,0.7343664815749621,0.4416710733513585,0.0,0.0,1.0,1.0,1.0,0,2
"SWALLOW_STUDY_b'Yes, routine'",198100.0,0.24640585562847048,0.4309187247038856,0.0,0.0,0.0,0.0,1.0,0,2
"SWALLOW_STUDY_b'Yes, selective'",198100.0,0.01922766279656739,0.13732463353131932,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'1-No Disturb',198100.0,0.0021352852094901563,0.046159901672551115,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'2-Mild Disturb',198100.0,0.15843008581524481,0.3651447203104778,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'3-Severe Disturb',198100.0,0.7952852094901565,0.4034940729441571,0.0,1.0,1.0,1.0,1.0,0,2
ASACLASS_b'4-Life Threat',198100.0,0.04410398788490661,0.20532666401237282,0.0,0.0,0.0,0.0,1.0,0,2
ASACLASS_b'5-Moribund',198100.0,4.543160020191822e-05,0.00674016064343079,0.0,0.0,0.0,0.0,1.0,0,2
REOP30_b'Yes',198100.0,0.021645633518425036,0.14552390514797767,0.0,0.0,0.0,0.0,1.0,0,2
READ30_b'Yes',198100.0,0.05870267541645634,0.23506796942542083,0.0,0.0,0.0,0.0,1.0,0,2
INTV30_b'Yes',198100.0,0.02299343765774861,0.14988279715842326,0.0,0.0,0.0,0.0,1.0,0,2
DEATH_1.0,198100.0,0.0002221100454316002,0.014901739278303724,0.0,0.0,0.0,0.0,1.0,0,2
diff_BMI,198100.0,2.4135098939929276,2.264712556138682,-52.71,1.4699999999999989,2.3000000000000043,3.230000000000004,66.24,0,6604
